product_id,date,store_id,current_stock,daily_demand,lead_time_days,supplier_reliability_score,promotion_active,weather_impact,stockout_risk
P1458,4/3/2025,S7,286,11,7,63,Yes,Low,No
P1459,4/4/2025,S5,207,67,1,77,No,Medium,No
P1460,4/5/2025,S12,113,115,6,75,No,Low,No
P1461,4/6/2025,S17,479,50,6,92,Yes,Medium,No
P1462,4/7/2025,S13,21,67,3,88,Yes,Medium,No
P1463,4/8/2025,S3,348,108,2,98,Yes,Medium,No
P1464,4/9/2025,S9,213,16,12,69,No,High,No
P1465,4/10/2025,S17,170,17,2,68,Yes,Medium,No
P1466,4/11/2025,S17,322,47,14,90,No,Low,No
P1467,4/12/2025,S20,53,21,13,87,No,Medium,No
P1468,4/13/2025,S16,393,67,9,62,No,Low,No
P1469,4/14/2025,S13,297,85,11,73,No,Medium,No
P1470,4/15/2025,S19,319,40,5,84,No,Medium,Yes
P1471,4/16/2025,S17,125,89,7,74,Yes,High,No
P1472,4/17/2025,S4,276,12,12,61,No,Low,No
P1473,4/18/2025,S12,463,73,5,83,No,Medium,No
P1474,4/19/2025,S9,203,94,7,73,Yes,Medium,Yes
P1475,4/20/2025,S19,193,84,13,66,No,Low,No
P1476,4/21/2025,S12,168,40,4,95,Yes,Medium,No
P1477,4/22/2025,S9,151,32,8,83,Yes,High,Yes
P1478,4/23/2025,S7,34,97,13,86,Yes,Low,Yes
P1479,4/24/2025,S14,183,51,11,96,No,High,No
P1480,4/25/2025,S20,285,80,14,97,No,Low,No
P1481,4/26/2025,S19,56,105,10,89,No,Low,Yes
P1482,4/27/2025,S15,221,34,13,86,Yes,Low,No
P1483,4/28/2025,S16,302,27,11,98,No,Medium,No
P1484,4/29/2025,S5,162,20,10,74,No,Low,No
P1485,4/30/2025,S3,18,18,7,85,No,Low,No
P1486,5/1/2025,S12,369,78,10,60,Yes,Low,No
P1487,5/2/2025,S20,263,75,5,63,Yes,High,No
P1488,5/3/2025,S4,281,113,11,88,Yes,Low,No
P1489,5/4/2025,S16,112,56,6,60,No,Medium,No
P1490,5/5/2025,S7,487,41,5,81,No,Low,No
P1491,5/6/2025,S13,326,33,7,70,No,Low,No
P1492,5/7/2025,S10,29,71,12,69,No,High,No
P1493,5/8/2025,S7,134,19,2,76,No,Medium,Yes
P1494,5/9/2025,S14,66,104,5,95,No,Medium,Yes
P1495,5/10/2025,S5,64,51,10,85,No,Medium,No
P1496,5/11/2025,S3,291,50,3,80,Yes,Low,No
P1497,5/12/2025,S11,24,56,9,72,Yes,Low,No
P1498,5/13/2025,S11,36,23,13,68,No,Medium,Yes
P1499,5/14/2025,S18,0,81,6,70,No,Medium,Yes
P1500,5/15/2025,S15,398,110,13,70,Yes,High,No
P1501,5/16/2025,S12,36,25,10,65,No,Medium,No
P1502,5/17/2025,S9,140,68,3,60,No,Low,No
P1503,5/18/2025,S10,231,41,7,65,No,Low,Yes
P1504,5/19/2025,S12,135,31,4,72,No,Low,No
P1505,5/20/2025,S17,388,59,14,81,No,High,No
P1506,5/21/2025,S6,187,33,3,90,No,Medium,No
P1507,5/22/2025,S7,127,24,8,81,Yes,Low,No
P1508,5/23/2025,S14,200,29,13,96,No,High,No
P1509,5/24/2025,S13,126,74,4,86,No,High,No
P1510,5/25/2025,S8,256,67,11,73,No,Low,No
P1511,5/26/2025,S10,163,40,1,64,No,High,No
P1512,5/27/2025,S9,34,6,6,95,Yes,High,Yes
P1513,5/28/2025,S18,193,26,10,91,No,Low,Yes
P1514,5/29/2025,S2,190,100,11,93,Yes,High,No
P1515,5/30/2025,S5,103,20,11,66,No,Low,Yes
P1516,5/31/2025,S5,22,22,1,69,No,Low,Yes
P1517,6/1/2025,S6,264,73,5,76,No,High,No
P1518,6/2/2025,S19,289,58,7,89,No,Low,No
P1519,6/3/2025,S8,429,104,6,80,No,Low,No
P1520,6/4/2025,S16,461,34,14,72,Yes,Medium,No
P1521,6/5/2025,S13,383,49,2,60,No,Low,No
P1522,6/6/2025,S1,259,23,11,60,Yes,Medium,No
P1523,6/7/2025,S20,413,91,4,92,No,Medium,No
P1524,6/8/2025,S17,478,38,11,97,Yes,Medium,Yes
P1525,6/9/2025,S7,357,17,2,84,No,Medium,Yes
P1526,6/10/2025,S13,74,47,11,85,No,High,No
P1527,6/11/2025,S4,354,66,1,72,No,High,Yes
P1528,6/12/2025,S4,71,97,3,87,Yes,Low,Yes
P1529,6/13/2025,S6,258,104,3,92,No,Low,Yes
P1530,6/14/2025,S19,397,26,12,96,No,Low,No
P1531,6/15/2025,S12,187,56,7,89,No,High,No
P1532,6/16/2025,S7,460,56,1,67,No,Medium,No
P1533,6/17/2025,S10,172,115,9,60,No,High,Yes
P1534,6/18/2025,S19,479,40,11,71,No,High,No
P1535,6/19/2025,S7,289,77,6,64,No,Low,Yes
P1536,6/20/2025,S3,44,107,4,83,No,Low,No
P1537,6/21/2025,S13,60,119,3,65,No,Low,No
P1538,6/22/2025,S13,82,23,3,84,No,Medium,No
P1539,6/23/2025,S18,122,42,2,60,Yes,Medium,No
P1540,6/24/2025,S20,357,74,2,84,No,High,No
P1541,6/25/2025,S8,15,115,14,60,No,Medium,No
P1542,6/26/2025,S9,65,83,12,91,No,Low,No
P1543,6/27/2025,S7,423,61,13,62,No,Medium,No
P1544,6/28/2025,S1,144,24,10,78,Yes,Medium,No
P1545,6/29/2025,S3,374,13,5,88,Yes,Medium,No
P1546,6/30/2025,S13,161,36,9,61,No,Medium,No
P1547,7/1/2025,S17,233,8,2,68,No,Low,No
P1548,7/2/2025,S1,379,54,2,76,No,Low,Yes
P1549,7/3/2025,S6,143,86,12,95,No,High,No
P1550,7/4/2025,S6,357,9,6,76,No,High,No
P1551,7/5/2025,S12,187,24,13,71,No,High,No
P1552,7/6/2025,S13,321,91,10,79,No,Medium,Yes
P1553,7/7/2025,S13,449,79,2,62,No,Medium,No
P1554,7/8/2025,S15,473,41,12,63,No,Low,No
P1555,7/9/2025,S16,12,26,4,76,Yes,High,No
P1556,7/10/2025,S11,183,62,6,96,No,Low,No
P1557,7/11/2025,S5,110,72,5,74,No,High,No
P1558,7/12/2025,S4,414,97,1,92,No,High,No
P1559,7/13/2025,S3,289,48,6,75,Yes,High,Yes
P1560,7/14/2025,S19,294,38,1,70,No,Medium,No
P1561,7/15/2025,S20,450,81,3,79,Yes,High,No
P1562,7/16/2025,S18,391,46,10,97,No,High,No
P1563,7/17/2025,S15,214,13,5,83,Yes,Medium,No
P1564,7/18/2025,S9,461,110,14,75,No,High,No
P1565,7/19/2025,S17,119,99,10,89,No,Medium,No
P1566,7/20/2025,S14,381,11,13,93,No,Medium,No
P1567,7/21/2025,S15,54,72,5,60,Yes,Low,No
P1568,7/22/2025,S1,26,23,13,83,Yes,Medium,No
P1569,7/23/2025,S3,117,110,10,83,Yes,Medium,No
P1570,7/24/2025,S16,220,98,6,68,Yes,Medium,No
P1571,7/25/2025,S11,230,35,12,81,No,High,Yes
P1572,7/26/2025,S12,52,39,10,71,Yes,Low,No
P1573,7/27/2025,S10,294,61,8,76,No,High,No
P1574,7/28/2025,S16,320,89,5,84,Yes,Medium,Yes
P1575,7/29/2025,S8,400,65,14,87,No,Medium,No
P1576,7/30/2025,S6,232,35,11,74,No,Low,No
P1577,7/31/2025,S12,157,87,1,89,Yes,Low,No
P1578,8/1/2025,S8,436,99,5,86,No,Medium,No
P1579,8/2/2025,S4,268,57,3,81,Yes,Medium,No
P1580,8/3/2025,S8,20,36,4,69,Yes,High,No
P1581,8/4/2025,S18,402,70,13,90,No,Medium,No
P1582,8/5/2025,S5,52,63,8,86,No,High,No
P1583,8/6/2025,S9,274,14,7,71,No,Low,No
P1584,8/7/2025,S4,312,6,11,90,No,High,No
P1585,8/8/2025,S17,280,70,5,91,No,Medium,No
P1586,8/9/2025,S9,213,64,2,91,No,High,Yes
P1587,8/10/2025,S1,30,92,6,94,No,High,Yes
P1588,8/11/2025,S20,336,21,11,80,No,Low,No
P1589,8/12/2025,S13,182,100,6,69,Yes,High,No
P1590,8/13/2025,S16,22,20,10,75,Yes,Medium,No
P1591,8/14/2025,S13,31,20,10,66,No,High,No
P1592,8/15/2025,S14,445,50,14,63,No,High,Yes
P1593,8/16/2025,S3,73,43,11,86,Yes,High,Yes
P1594,8/17/2025,S6,9,35,6,84,No,Medium,No
P1595,8/18/2025,S18,483,111,14,90,Yes,High,No
P1596,8/19/2025,S19,455,92,9,70,No,Medium,No
P1597,8/20/2025,S5,53,5,11,79,Yes,High,No
P1598,8/21/2025,S15,51,15,8,95,No,Low,Yes
P1599,8/22/2025,S2,147,89,8,76,No,Low,No
P1600,8/23/2025,S10,159,8,1,70,Yes,Low,No
P1601,8/24/2025,S18,369,75,5,89,No,Medium,No
P1602,8/25/2025,S13,13,30,7,94,No,Medium,No
P1603,8/26/2025,S5,177,115,6,97,Yes,Medium,No
P1604,8/27/2025,S1,411,54,5,81,Yes,High,No
P1605,8/28/2025,S1,365,16,8,86,Yes,Medium,Yes
P1606,8/29/2025,S18,499,99,3,96,No,Medium,Yes
P1607,8/30/2025,S15,52,85,6,94,No,Medium,No
P1608,8/31/2025,S17,407,101,5,63,Yes,Medium,No
P1609,9/1/2025,S11,334,79,8,75,No,Low,Yes
P1610,9/2/2025,S17,21,96,4,75,Yes,High,No
P1611,9/3/2025,S13,29,100,8,80,No,Low,No
P1612,9/4/2025,S1,190,69,10,85,Yes,High,No
P1613,9/5/2025,S2,259,51,14,95,No,High,Yes
P1614,9/6/2025,S9,204,96,2,78,No,Low,No
P1615,9/7/2025,S3,58,57,9,76,No,Medium,No
P1616,9/8/2025,S1,470,110,13,85,No,Low,Yes
P1617,9/9/2025,S16,263,75,9,81,No,High,No
P1618,9/10/2025,S6,465,6,14,87,No,High,No
P1619,9/11/2025,S17,11,110,10,60,No,Medium,No
P1620,9/12/2025,S5,118,28,10,95,No,Low,No
P1621,9/13/2025,S5,414,8,13,96,No,High,No
P1622,9/14/2025,S6,461,112,6,61,No,Low,No
P1623,9/15/2025,S3,289,23,4,76,No,Medium,No
P1624,9/16/2025,S5,337,30,4,99,No,Medium,No
P1625,9/17/2025,S5,247,79,13,97,Yes,High,No
P1626,9/18/2025,S10,353,44,6,80,No,Medium,Yes
P1627,9/19/2025,S10,126,54,5,68,No,High,No
P1628,9/20/2025,S19,74,47,6,72,No,High,Yes
P1629,9/21/2025,S17,360,79,7,70,No,Medium,Yes
P1630,9/22/2025,S14,203,113,7,75,No,Medium,No
P1631,9/23/2025,S9,48,71,9,75,Yes,Low,No
P1632,9/24/2025,S14,78,16,8,61,No,Low,Yes
P1633,9/25/2025,S1,440,71,13,67,No,High,No
P1634,9/26/2025,S19,478,110,6,72,No,Low,No
P1635,9/27/2025,S13,240,31,12,76,Yes,High,No
P1636,9/28/2025,S13,348,117,6,98,Yes,Medium,No
P1637,9/29/2025,S4,153,58,14,83,Yes,Medium,Yes
P1638,9/30/2025,S1,273,70,5,62,No,Low,No
P1639,10/1/2025,S17,95,53,1,89,No,High,No
P1640,10/2/2025,S8,213,20,9,72,Yes,High,Yes
P1641,10/3/2025,S2,293,6,9,78,No,Low,Yes
P1642,10/4/2025,S8,208,64,9,66,No,High,No
P1643,10/5/2025,S7,342,58,11,68,No,High,No
P1644,10/6/2025,S2,87,34,8,78,No,Medium,No
P1645,10/7/2025,S3,305,88,13,99,No,High,Yes
P1646,10/8/2025,S18,263,42,10,81,Yes,High,No
P1647,10/9/2025,S12,424,32,13,77,No,High,No
P1648,10/10/2025,S1,389,29,3,82,Yes,Low,Yes
P1649,10/11/2025,S12,324,100,1,61,No,Low,No
P1650,10/12/2025,S5,427,14,11,70,No,Low,Yes
P1651,10/13/2025,S17,376,64,12,90,Yes,High,No
P1652,10/14/2025,S16,319,46,12,92,Yes,High,No
P1653,10/15/2025,S15,156,44,8,73,No,Low,No
P1654,10/16/2025,S15,155,101,7,75,No,Low,Yes
P1655,10/17/2025,S5,138,81,13,70,No,High,No
P1656,10/18/2025,S14,120,109,5,92,Yes,High,No
P1657,10/19/2025,S2,64,46,10,66,Yes,Medium,No
P1658,10/20/2025,S11,106,51,7,90,No,Low,Yes
P1659,10/21/2025,S19,146,41,10,73,Yes,High,Yes
P1660,10/22/2025,S7,136,84,4,87,No,Low,No
P1661,10/23/2025,S6,410,113,9,75,Yes,Low,No
P1662,10/24/2025,S2,161,26,11,78,No,Low,Yes
P1663,10/25/2025,S6,427,61,10,76,Yes,Medium,No
P1664,10/26/2025,S18,451,88,14,85,Yes,High,No
P1665,10/27/2025,S2,99,118,2,65,No,High,No
P1666,10/28/2025,S18,337,111,9,68,No,Low,No
P1667,10/29/2025,S15,398,31,9,76,Yes,High,No
P1668,10/30/2025,S19,306,45,5,90,Yes,Medium,Yes
P1669,10/31/2025,S2,140,84,11,71,Yes,Low,Yes
P1670,11/1/2025,S20,82,38,1,82,No,Medium,No
P1671,11/2/2025,S6,176,36,7,64,No,Medium,No
P1672,11/3/2025,S1,197,94,10,95,Yes,High,No
P1673,11/4/2025,S15,111,93,10,95,No,High,No
P1674,11/5/2025,S10,55,70,4,62,No,Medium,No
P1675,11/6/2025,S19,459,16,9,83,No,High,Yes
P1676,11/7/2025,S17,178,44,6,76,No,Medium,No
P1677,11/8/2025,S5,420,77,13,98,Yes,Medium,No
P1678,11/9/2025,S4,400,80,3,85,Yes,Low,No
P1679,11/10/2025,S10,185,94,6,63,Yes,Medium,No
P1680,11/11/2025,S17,470,77,13,71,No,Medium,No
P1681,11/12/2025,S10,217,14,10,60,No,High,No
P1682,11/13/2025,S17,412,100,6,80,No,Low,Yes
P1683,11/14/2025,S20,416,102,5,78,Yes,High,Yes
P1684,11/15/2025,S5,315,52,2,80,No,Low,No
P1685,11/16/2025,S2,474,24,10,77,Yes,High,No
P1686,11/17/2025,S6,216,43,10,62,Yes,Medium,Yes
P1687,11/18/2025,S2,119,64,2,91,No,Low,No
P1688,11/19/2025,S13,438,70,7,69,Yes,Low,No
P1689,11/20/2025,S11,393,69,2,99,Yes,Low,No
P1690,11/21/2025,S11,174,55,12,74,No,Low,No
P1691,11/22/2025,S16,22,40,6,64,Yes,High,No
P1692,11/23/2025,S11,212,28,5,63,Yes,High,Yes
P1693,11/24/2025,S19,404,31,4,87,Yes,Low,No
P1694,11/25/2025,S15,234,6,7,63,No,Low,No
P1695,11/26/2025,S16,12,35,8,74,No,Low,Yes
P1696,11/27/2025,S11,100,61,4,76,Yes,High,No
P1697,11/28/2025,S16,416,82,1,62,No,Low,No
P1698,11/29/2025,S8,23,70,1,69,Yes,Low,No
P1699,11/30/2025,S4,363,33,1,82,No,Low,No
P1700,12/1/2025,S8,10,19,11,77,No,High,No
P1701,12/2/2025,S4,272,16,1,60,No,Medium,No
P1702,12/3/2025,S3,451,105,5,94,No,Medium,Yes
P1703,12/4/2025,S3,430,32,4,90,No,High,No
P1704,12/5/2025,S18,280,88,13,60,No,Medium,No
P1705,12/6/2025,S19,93,107,14,62,No,Low,Yes
P1706,12/7/2025,S19,200,28,9,62,No,Low,No
P1707,12/8/2025,S5,20,25,3,96,No,High,No
P1708,12/9/2025,S18,339,14,14,78,No,High,No
P1709,12/10/2025,S10,466,114,7,88,Yes,Medium,Yes
P1710,12/11/2025,S6,210,82,11,84,Yes,Medium,No
P1711,12/12/2025,S1,139,105,8,92,No,Low,Yes
P1712,12/13/2025,S5,292,22,6,95,No,High,No
P1713,12/14/2025,S9,297,92,12,88,No,Medium,No
P1714,12/15/2025,S12,400,18,13,85,Yes,Medium,No
P1715,12/16/2025,S14,100,38,10,63,Yes,Low,No
P1716,12/17/2025,S2,303,62,13,73,No,Low,Yes
P1717,12/18/2025,S17,358,80,1,86,No,Low,No
P1718,12/19/2025,S14,27,26,8,92,Yes,Low,No
P1719,12/20/2025,S13,40,74,10,81,No,Medium,No
P1720,12/21/2025,S9,354,40,3,62,No,High,No
P1721,12/22/2025,S15,302,49,8,82,No,High,Yes
P1722,12/23/2025,S15,495,40,12,80,No,Low,Yes
P1723,12/24/2025,S11,145,26,4,82,No,Low,Yes
P1724,12/25/2025,S16,255,82,8,63,No,Medium,No
P1725,12/26/2025,S17,461,84,11,80,No,Low,Yes
P1726,12/27/2025,S4,226,65,1,96,Yes,High,Yes
P1727,12/28/2025,S1,235,104,3,90,No,Low,No
P1728,12/29/2025,S8,360,60,6,80,Yes,High,No
P1729,12/30/2025,S17,379,93,9,85,Yes,Low,No
P1730,12/31/2025,S3,454,100,2,94,No,Low,No
P1731,1/1/2026,S20,488,37,11,97,No,High,No
P1732,1/2/2026,S15,12,49,1,83,No,Medium,No
P1733,1/3/2026,S15,209,40,10,70,No,Medium,No
P1734,1/4/2026,S14,228,24,3,88,No,Low,No
P1735,1/5/2026,S14,396,22,4,62,No,Low,Yes
P1736,1/6/2026,S2,99,42,11,60,No,High,Yes
P1737,1/7/2026,S13,30,71,5,78,Yes,High,No
P1738,1/8/2026,S14,385,27,3,81,Yes,Low,No
P1739,1/9/2026,S19,15,100,13,73,No,High,No
P1740,1/10/2026,S7,136,113,10,73,No,Medium,No
P1741,1/11/2026,S3,328,20,11,75,No,Medium,Yes
P1742,1/12/2026,S15,165,63,2,92,No,High,No
P1743,1/13/2026,S14,458,73,2,72,No,High,No
P1744,1/14/2026,S11,309,72,7,97,No,High,No
P1745,1/15/2026,S15,439,25,9,71,No,Medium,Yes
P1746,1/16/2026,S13,469,108,10,97,Yes,Low,Yes
P1747,1/17/2026,S18,480,119,2,98,Yes,High,No
P1748,1/18/2026,S6,99,82,7,92,Yes,High,No
P1749,1/19/2026,S3,108,107,7,92,No,High,Yes
P1750,1/20/2026,S19,342,99,11,88,Yes,Low,Yes
P1751,1/21/2026,S15,172,82,7,64,No,High,No
P1752,1/22/2026,S5,236,74,3,65,No,High,No
P1753,1/23/2026,S10,161,16,12,90,Yes,Medium,Yes
P1754,1/24/2026,S7,392,20,7,75,Yes,High,No
P1755,1/25/2026,S17,215,85,1,90,No,Medium,No
P1756,1/26/2026,S7,263,113,10,84,No,Low,No
P1757,1/27/2026,S12,262,91,1,92,No,High,No
P1758,1/28/2026,S17,291,18,5,72,No,High,No
P1759,1/29/2026,S13,273,65,2,69,No,Medium,No
P1760,1/30/2026,S20,2,75,9,83,No,Low,No
P1761,1/31/2026,S4,27,50,7,69,No,Low,No
P1762,2/1/2026,S10,325,36,4,90,No,Medium,No
P1763,2/2/2026,S3,491,19,4,72,Yes,Low,No
P1764,2/3/2026,S9,427,48,2,62,No,Low,No
P1765,2/4/2026,S13,148,21,5,93,No,Low,Yes
P1766,2/5/2026,S18,27,45,4,87,Yes,Low,No
P1767,2/6/2026,S15,487,58,12,78,Yes,Low,No
P1768,2/7/2026,S4,309,115,13,82,No,Low,No
P1769,2/8/2026,S15,437,48,1,91,Yes,Low,No
P1770,2/9/2026,S2,64,102,12,72,Yes,Low,Yes
P1771,2/10/2026,S15,355,9,8,92,No,High,No
P1772,2/11/2026,S8,20,113,3,93,No,Medium,No
P1773,2/12/2026,S8,251,31,14,92,No,Low,No
P1774,2/13/2026,S17,234,91,6,64,No,Medium,No
P1775,2/14/2026,S12,226,108,4,62,No,Low,No
P1776,2/15/2026,S19,12,82,9,66,No,Low,No
P1777,2/16/2026,S10,312,83,7,83,Yes,High,No
P1778,2/17/2026,S9,48,47,9,81,No,Medium,No
P1779,2/18/2026,S5,117,101,10,82,No,Medium,No
P1780,2/19/2026,S6,53,35,3,89,No,High,No
P1781,2/20/2026,S20,137,103,1,77,No,High,No
P1782,2/21/2026,S2,52,21,5,91,No,Medium,Yes
P1783,2/22/2026,S13,43,96,3,66,No,Low,No
P1784,2/23/2026,S6,302,87,6,92,Yes,Low,No
P1785,2/24/2026,S5,52,114,8,64,No,Medium,No
P1786,2/25/2026,S1,73,58,11,87,No,Low,No
P1787,2/26/2026,S6,45,66,13,67,No,High,No
P1788,2/27/2026,S6,12,91,4,74,No,High,No
P1789,2/28/2026,S16,164,36,5,63,No,High,No
P1790,3/1/2026,S4,101,44,5,93,Yes,Medium,No
P1791,3/2/2026,S11,279,17,4,64,Yes,Medium,Yes
P1792,3/3/2026,S9,257,88,4,92,No,Medium,No
P1793,3/4/2026,S3,469,39,4,64,No,Low,No
P1794,3/5/2026,S19,336,9,4,97,Yes,Medium,No
P1795,3/6/2026,S8,355,77,4,93,Yes,Medium,No
P1796,3/7/2026,S5,397,33,5,85,No,High,No
P1797,3/8/2026,S4,137,74,2,60,No,Low,No
P1798,3/9/2026,S6,162,29,2,63,No,Low,Yes
P1799,3/10/2026,S2,408,99,9,98,Yes,High,No
P1800,3/11/2026,S20,386,26,2,85,No,Low,No
P1801,3/12/2026,S11,110,70,6,92,Yes,Medium,No
P1802,3/13/2026,S4,101,49,2,92,No,Low,No
P1803,3/14/2026,S15,16,73,5,67,No,High,No
P1804,3/15/2026,S6,267,95,4,79,Yes,Low,No
P1805,3/16/2026,S17,181,93,12,75,No,High,No
P1806,3/17/2026,S6,371,76,7,80,No,Medium,No
P1807,3/18/2026,S19,23,5,7,85,No,Medium,No
P1808,3/19/2026,S2,28,88,13,82,No,High,No
P1809,3/20/2026,S15,170,48,6,77,Yes,Medium,Yes
P1810,3/21/2026,S11,408,91,10,90,No,Medium,Yes
P1811,3/22/2026,S8,227,100,5,71,No,Low,Yes
P1812,3/23/2026,S19,377,79,1,60,No,Medium,Yes
P1813,3/24/2026,S13,187,43,12,68,No,High,Yes
P1814,3/25/2026,S12,345,115,3,62,No,Medium,Yes
P1815,3/26/2026,S5,229,58,9,85,No,Low,Yes
P1816,3/27/2026,S6,320,92,14,68,No,High,No
P1817,3/28/2026,S4,339,79,1,75,Yes,Medium,No
P1818,3/29/2026,S19,118,33,5,83,No,Medium,No
P1819,3/30/2026,S20,155,58,2,73,No,Medium,Yes
P1820,3/31/2026,S1,271,94,4,62,Yes,High,No
P1821,4/1/2026,S20,174,20,14,93,Yes,Low,No
P1822,4/2/2026,S17,464,103,14,92,No,High,Yes
P1823,4/3/2026,S12,103,24,11,83,Yes,High,No
P1824,4/4/2026,S15,91,50,1,68,Yes,Low,No
P1825,4/5/2026,S1,185,71,3,72,No,High,No
P1826,4/6/2026,S14,459,69,10,61,Yes,High,No
P1827,4/7/2026,S6,282,62,7,66,No,Medium,No
P1828,4/8/2026,S5,180,57,10,80,No,High,No
P1829,4/9/2026,S11,169,115,3,78,No,Medium,Yes
P1830,4/10/2026,S4,186,5,4,84,No,High,Yes
P1831,4/11/2026,S13,174,85,2,81,No,Medium,No
P1832,4/12/2026,S11,221,70,3,70,No,Medium,Yes
P1833,4/13/2026,S3,232,33,9,92,No,Medium,Yes
P1834,4/14/2026,S1,161,88,3,91,No,Low,No
P1835,4/15/2026,S6,420,74,11,80,Yes,High,No
P1836,4/16/2026,S18,133,12,5,98,No,High,Yes
P1837,4/17/2026,S10,390,33,2,79,No,High,No
P1838,4/18/2026,S5,479,116,4,67,No,Low,No
P1839,4/19/2026,S10,223,55,12,96,No,Medium,No
P1840,4/20/2026,S12,152,37,13,68,No,High,Yes
P1841,4/21/2026,S2,32,7,7,84,No,Low,No
P1842,4/22/2026,S13,54,64,14,84,No,Low,No
P1843,4/23/2026,S8,441,39,7,92,Yes,High,No
P1844,4/24/2026,S2,6,73,12,61,No,Medium,Yes
P1845,4/25/2026,S20,243,95,3,78,No,Low,No
P1846,4/26/2026,S1,312,112,5,79,No,High,No
P1847,4/27/2026,S5,125,80,1,88,Yes,Medium,Yes
P1848,4/28/2026,S9,11,88,10,65,Yes,Low,No
P1849,4/29/2026,S17,15,113,10,76,Yes,Low,Yes
P1850,4/30/2026,S9,207,24,10,84,No,High,No
P1851,5/1/2026,S11,42,77,11,97,No,High,Yes
P1852,5/2/2026,S15,372,43,1,63,No,Medium,No
P1853,5/3/2026,S6,483,8,5,89,No,High,No
P1854,5/4/2026,S3,460,119,13,79,No,High,No
P1855,5/5/2026,S17,134,23,10,62,No,Medium,No
P1856,5/6/2026,S5,227,106,9,82,No,High,Yes
P1857,5/7/2026,S12,110,95,1,77,No,Medium,No
P1858,5/8/2026,S18,306,49,1,85,No,Medium,No
P1859,5/9/2026,S14,456,47,4,95,Yes,Medium,Yes
P1860,5/10/2026,S11,159,17,4,67,No,High,No
P1861,5/11/2026,S9,330,17,2,76,No,Medium,Yes
P1862,5/12/2026,S2,263,64,9,90,No,High,No
P1863,5/13/2026,S12,224,61,14,96,No,Medium,No
P1864,5/14/2026,S3,470,90,9,92,No,High,Yes
P1865,5/15/2026,S3,216,96,13,86,Yes,Medium,No
P1866,5/16/2026,S1,455,56,13,63,No,Low,No
P1867,5/17/2026,S8,44,115,2,81,No,Low,No
P1868,5/18/2026,S8,213,57,14,85,Yes,Low,No
P1869,5/19/2026,S11,58,113,9,91,Yes,Medium,Yes
P1870,5/20/2026,S9,131,90,6,83,No,High,No
P1871,5/21/2026,S5,103,47,8,94,No,Medium,No
P1872,5/22/2026,S14,194,87,10,96,No,Medium,Yes
P1873,5/23/2026,S3,412,76,13,91,No,Medium,No
P1874,5/24/2026,S5,488,76,13,66,No,Medium,Yes
P1875,5/25/2026,S5,156,46,4,92,Yes,High,No
P1876,5/26/2026,S19,97,94,2,90,No,Medium,No
P1877,5/27/2026,S14,225,116,2,71,No,Low,No
P1878,5/28/2026,S4,411,119,9,70,Yes,Low,No
P1879,5/29/2026,S13,204,30,1,83,No,Low,No
P1880,5/30/2026,S10,78,27,12,67,No,Medium,No
P1881,5/31/2026,S18,123,47,7,91,Yes,High,No
P1882,6/1/2026,S8,470,81,11,97,No,High,No
P1883,6/2/2026,S8,427,32,14,81,No,High,No
P1884,6/3/2026,S7,217,13,3,93,No,Medium,No
P1885,6/4/2026,S8,3,24,3,78,Yes,High,Yes
P1886,6/5/2026,S14,89,60,2,79,No,Low,No
P1887,6/6/2026,S19,103,87,14,73,No,High,No
P1888,6/7/2026,S6,392,116,10,92,Yes,Medium,No
P1889,6/8/2026,S1,118,43,6,69,No,Medium,Yes
P1890,6/9/2026,S15,132,55,13,75,No,High,Yes
P1891,6/10/2026,S1,311,16,10,63,No,Medium,No
P1892,6/11/2026,S17,95,83,2,86,No,High,No
P1893,6/12/2026,S1,467,99,10,87,Yes,High,No
P1894,6/13/2026,S15,433,59,4,75,No,Low,No
P1895,6/14/2026,S2,330,82,10,92,No,Medium,No
P1896,6/15/2026,S14,142,15,9,78,No,Low,No
P1897,6/16/2026,S8,287,30,9,80,No,Medium,No
P1898,6/17/2026,S8,27,46,6,81,No,High,No
P1899,6/18/2026,S19,277,31,13,68,No,Medium,Yes
P1900,6/19/2026,S7,232,15,4,68,No,High,Yes
P1901,6/20/2026,S19,16,42,7,68,No,Medium,No
P1902,6/21/2026,S6,58,102,14,86,No,Low,No
P1903,6/22/2026,S6,89,47,1,76,Yes,Low,Yes
P1904,6/23/2026,S3,491,23,12,67,Yes,High,No
P1905,6/24/2026,S7,198,68,4,75,No,Low,Yes
P1906,6/25/2026,S19,361,10,5,77,Yes,High,No
P1907,6/26/2026,S8,440,50,8,92,No,High,Yes
P1908,6/27/2026,S10,25,106,12,60,Yes,High,No
P1909,6/28/2026,S20,24,117,2,71,Yes,Medium,Yes
P1910,6/29/2026,S15,393,46,12,65,No,High,No
P1911,6/30/2026,S15,300,96,5,64,No,Low,No
P1912,7/1/2026,S1,338,69,6,75,No,Medium,Yes
P1913,7/2/2026,S20,266,103,5,77,No,Low,No
P1914,7/3/2026,S7,460,108,13,77,No,High,Yes
P1915,7/4/2026,S4,180,76,9,60,Yes,High,No
P1916,7/5/2026,S6,455,63,10,78,Yes,Low,No
P1917,7/6/2026,S1,359,56,1,67,No,Medium,No
P1918,7/7/2026,S5,67,51,14,62,No,Low,No
P1919,7/8/2026,S1,494,11,3,84,No,High,No
